date,min,max,median,q1,q3,stdev,count
2025-04-18T00:00:00.000Z,0,17.48,0,0,0,3.019,585
2025-04-19T00:00:00.000Z,0,125.63,0,0,0.2,11.453,491
2025-04-20T00:00:00.000Z,0,177.43,0,0,0,11.198,587
2025-04-21T00:00:00.000Z,0,11.52,0,0,0,1.301,582
2025-04-22T00:00:00.000Z,0,87,0,0,0,8.138,583
2025-04-23T00:00:00.000Z,0,244.93,0,0,0.59,47.818,585
2025-04-24T00:00:00.000Z,0,206.98,0,0,0,27.837,584
2025-04-25T00:00:00.000Z,0,338.92,0,0,0,68.363,581
2025-04-26T00:00:00.000Z,0,613.29,0,0,5.68,174.557,551
2025-04-27T00:00:00.000Z,0,3.33,0,0,0,0.298,583
2025-04-28T00:00:00.000Z,0,8.65,0,0,0,0.541,567
2025-04-29T00:00:00.000Z,0,76.47,0,0,0,3.164,583
2025-04-30T00:00:00.000Z,0,656.08,3.3,0.03,39.3,98.468,567
2025-05-01T00:00:00.000Z,0,370.1,28.24,0.94,76.59,66.801,196
