date,min,max,median,q1,q3,stdev,count
2024-03-27T00:00:00.000Z,11.2,118.25,27.31,20.73,34.58,18.045,582
2024-03-28T00:00:00.000Z,10.95,150.44,34.39,26.6,64.95,32.07,576
2024-03-29T00:00:00.000Z,16.64,60.55,33.1,28.77,38.79,7.326,366
2024-03-30T00:00:00.000Z,11.57,84.07,31.84,22.28,44.95,14.922,580
2024-03-31T00:00:00.000Z,9.69,73.55,22.33,17.98,30.17,12.013,583
2024-04-01T00:00:00.000Z,8.05,55.8,17.73,14.42,22.15,7.471,532
2024-04-02T00:00:00.000Z,5.88,64.28,16.84,13.05,23.17,10.637,582
2024-04-03T00:00:00.000Z,6.97,121.18,21.09,16.85,31.17,20.38,574
2024-04-04T00:00:00.000Z,9.4,100.4,19.55,16.23,25.88,11.509,581
2024-04-05T00:00:00.000Z,4.32,103.18,19.7,13.37,29.86,19.249,557
2024-04-06T00:00:00.000Z,5.22,142.65,25.42,16.48,53.89,30.936,581
2024-04-07T00:00:00.000Z,1.88,89.95,14.25,8.05,36.4,20.315,585
2024-04-08T00:00:00.000Z,3.67,87.8,18.09,13.24,28.34,16.303,576
2024-04-09T00:00:00.000Z,4.57,63.03,15.85,11.44,22.24,11.699,576
2024-04-10T00:00:00.000Z,6.05,73.18,22.7,15.15,31.39,11.249,569
2024-04-11T00:00:00.000Z,16.75,89.75,30.94,24.58,39.88,11.965,558
2024-04-12T00:00:00.000Z,14.45,111.72,26.58,23.38,32.4,14.611,563
2024-04-13T00:00:00.000Z,9.3,59.65,25.74,19.73,39.36,12.035,584
2024-04-14T00:00:00.000Z,7.35,77.47,26.53,18,35.92,15.257,584
2024-04-15T00:00:00.000Z,3.53,136.72,23.68,16.75,32.92,18.527,586
2024-04-16T00:00:00.000Z,2.65,60.88,13.8,9.48,20.14,9.774,579
2024-04-17T00:00:00.000Z,2.1,35.9,9.07,5.93,15.98,6.941,579
2024-04-18T00:00:00.000Z,2.85,461.88,13.17,8.64,19.92,23.114,584
2024-04-19T00:00:00.000Z,2.85,117.55,12.8,8.01,22.83,14.804,581
2024-04-20T00:00:00.000Z,2.17,646.6,14.68,8.94,26.63,39.174,548
2024-04-21T00:00:00.000Z,3.8,341.45,17.14,11.23,26.5,29.695,571
2024-04-22T00:00:00.000Z,3.88,54.3,17.26,12.59,21.8,7.82,516
2024-06-15T00:00:00.000Z,0.5,44.53,7.06,3.79,10.39,6.145,468
2024-06-16T00:00:00.000Z,1.27,95.68,7.88,5.47,13.38,7.285,579
2024-06-17T00:00:00.000Z,1.08,33.78,8.02,4.94,11.99,5.452,573
2024-06-18T00:00:00.000Z,0.4,49.33,9.27,5.28,14.72,7.395,565
2024-06-19T00:00:00.000Z,0.63,30.63,7.32,4.34,10.95,5.17,549
2024-06-20T00:00:00.000Z,0.7,31.1,7.43,4.82,11.32,5.069,571
2024-06-21T00:00:00.000Z,1.4,51.95,9.25,5.82,22.4,10.917,568
2024-06-22T00:00:00.000Z,0.2,21.6,3.42,1.94,5.97,3.243,572
2024-06-23T00:00:00.000Z,0.17,82.45,5.6,2.95,11.05,10.4,579
2024-06-24T00:00:00.000Z,0.1,112.32,6.15,3.42,10.7,10.538,579
2024-06-25T00:00:00.000Z,1.3,79.95,7.59,5.09,10.13,5.288,578
2024-06-26T00:00:00.000Z,0.73,32.35,3.67,2.33,6.13,3.347,569
2024-06-27T00:00:00.000Z,0.9,41.33,6.97,4.05,10.59,5.453,528
2024-06-28T00:00:00.000Z,2.65,59.4,11.9,7.75,15.3,6.697,583
2024-06-29T00:00:00.000Z,2.29,141.22,10.52,8.13,15,12.172,584
2024-06-30T00:00:00.000Z,1.14,268.14,9.48,6.43,14.68,18.144,583
2024-07-01T00:00:00.000Z,0.2,101.72,5.42,3.09,10.19,11.97,560
2024-07-02T00:00:00.000Z,0.7,52.03,5.72,3.47,10.4,6.071,578
2024-07-03T00:00:00.000Z,0.38,121.18,4.84,2.38,9.1,9.342,578
2024-07-04T00:00:00.000Z,2.15,158.19,10.76,7.45,16.09,9.858,584
2024-07-05T00:00:00.000Z,1.35,30.08,9.73,6.35,13.68,5.447,567
2024-07-06T00:00:00.000Z,0.6,59.65,7.45,4.32,11.2,6.506,586
2024-07-07T00:00:00.000Z,1.1,77.72,9.94,7.13,13.52,6.522,586
2024-07-08T00:00:00.000Z,1.92,85.88,11.39,8.27,15.15,6.998,582
2024-07-09T00:00:00.000Z,0.7,214.13,6.68,3.62,11.05,13.442,585
2024-07-10T00:00:00.000Z,1.33,57.1,9.15,6.1,12.88,6.665,578
2024-07-11T00:00:00.000Z,0.2,164.4,5.43,2.96,9.75,16.965,577
2024-07-12T00:00:00.000Z,0.2,88.5,5.03,2.33,12.27,10.898,574
2024-07-13T00:00:00.000Z,0.28,156.27,7.7,4.32,15.88,13.571,587
2024-07-14T00:00:00.000Z,0.5,196.3,9.72,5.28,19.92,23.272,494
2024-07-15T00:00:00.000Z,0.7,261.55,5.38,3.37,9.47,19.789,441
2024-07-16T00:00:00.000Z,0.8,56.6,5.82,3.97,8.94,5.273,584
2024-07-17T00:00:00.000Z,0.3,63.7,6.2,3.75,9.77,6.087,583
2024-07-18T00:00:00.000Z,0.55,67.34,4.88,3,7.63,4.594,582
2024-07-19T00:00:00.000Z,1.1,269.8,7.96,5.32,11.17,11.932,576
2024-07-20T00:00:00.000Z,0.85,98.82,9.57,6.5,13.43,8.137,587
2024-07-21T00:00:00.000Z,0.8,67.93,13.55,8.9,18.02,7.947,581
2024-07-22T00:00:00.000Z,2.15,101.5,15.42,11.01,20.34,8.468,584
2024-07-23T00:00:00.000Z,0.3,62.72,16.95,12.02,22.2,9.011,582
2024-07-24T00:00:00.000Z,2.33,64.18,16.27,11.68,21.92,8.189,583
2024-07-25T00:00:00.000Z,1.23,182.93,7.1,4.75,12.59,14.984,585
2024-07-26T00:00:00.000Z,1.12,155.52,12.03,8.05,17.42,13.125,584
2024-07-27T00:00:00.000Z,1.17,233.63,18.5,14.45,23.79,14.882,584
2024-07-28T00:00:00.000Z,0.3,163.65,10.4,5.69,17.66,12.213,585
2024-07-29T00:00:00.000Z,0.68,92.2,14.24,7.4,22.58,11.814,582
2024-07-30T00:00:00.000Z,0.88,90.28,11.93,7.73,17.42,8.888,549
2024-07-31T00:00:00.000Z,1.08,250.2,14.45,10,20.7,15.823,559
2024-08-01T00:00:00.000Z,3.67,145.4,15.98,11.59,22.07,12.02,565
2024-08-02T00:00:00.000Z,2.42,246.27,15.73,10.63,22.45,17.665,574
2024-08-03T00:00:00.000Z,0.9,61.38,6,3.55,9.9,7.036,571
2024-08-04T00:00:00.000Z,1.58,112.97,9.8,6.04,13.22,8.96,549
2024-08-05T00:00:00.000Z,1,246.7,9.22,5.6,14.53,22.435,552
2024-08-06T00:00:00.000Z,0.8,131.27,8.02,5,13.35,12.561,559
2024-08-07T00:00:00.000Z,0.9,81.63,6.74,4.34,11.06,8.795,548
2024-08-08T00:00:00.000Z,0.3,131.13,6.45,3.53,10.38,12.713,561
2024-08-09T00:00:00.000Z,0.77,74,10.32,6.57,15.18,8.122,531
2024-08-10T00:00:00.000Z,2.47,126.18,11.24,7.99,16.21,12.506,548
2024-08-11T00:00:00.000Z,0.6,61.13,7.34,4.43,11.57,6.35,570
2024-08-12T00:00:00.000Z,0.4,103.55,6.53,4.3,10.11,8.07,537
2024-08-13T00:00:00.000Z,0.4,110.22,7,3.25,13.3,13.343,558
2024-08-14T00:00:00.000Z,1.02,109.8,8.43,4.97,13.13,11.55,511
2024-08-15T00:00:00.000Z,0.98,266,9.68,5.85,14.82,19.712,479
2024-08-16T00:00:00.000Z,0.85,158.68,10.5,7.39,17.89,21.005,453
2024-08-17T00:00:00.000Z,1.45,111.63,12.25,8.19,16.94,9.778,541
2024-08-18T00:00:00.000Z,3.15,373.1,11.65,7.97,18.23,30.234,548
2024-08-19T00:00:00.000Z,1.5,133.69,8.94,5.15,14.29,14.459,541
2024-08-20T00:00:00.000Z,0.93,85.15,8.75,5.44,14.31,8.414,529
2024-08-21T00:00:00.000Z,1.83,100.75,14,10.27,21.18,12.393,549
2024-08-22T00:00:00.000Z,0.75,938.13,10.56,4.72,33.65,103.316,538
2024-08-23T00:00:00.000Z,1.58,349.4,8.56,5.38,17.5,33.17,554
2024-08-24T00:00:00.000Z,1.58,103.63,12.27,7.57,17.45,8.878,559
2024-08-25T00:00:00.000Z,1.33,183.63,7,4.43,11.37,11.829,544
2024-08-26T00:00:00.000Z,0.98,114.78,9.15,6.28,13.45,14.203,515
2024-08-27T00:00:00.000Z,0.2,862.2,7.85,4.28,14.65,39.548,547
2024-08-28T00:00:00.000Z,0.2,76.22,5.13,2.36,8.69,8.973,461
2024-08-29T00:00:00.000Z,0.2,375.05,19.13,6.8,66.55,71.157,539
2024-08-30T00:00:00.000Z,7.35,483.35,60.29,38.35,92.32,85.413,550
2024-08-31T00:00:00.000Z,5.5,1665.43,67.5,38.86,493.79,286.734,536
2024-09-01T00:00:00.000Z,0.47,1999.9,6.8,2.78,220.23,306.363,550
2024-09-02T00:00:00.000Z,0.8,1999.9,405.35,6.67,818.38,513.49,548
2024-09-03T00:00:00.000Z,24.15,1999.9,528.54,172.27,719.6,348.766,550
2024-09-04T00:00:00.000Z,13.15,1734.63,121.82,46.35,275.64,245.189,540
2024-09-05T00:00:00.000Z,5.97,974.9,86.18,41.42,102.57,52.951,534
2024-09-06T00:00:00.000Z,16.5,1999.9,125.63,70.34,254.5,171.992,523
2024-09-07T00:00:00.000Z,12.95,132.35,38.75,29.26,49.02,17.295,473
2024-09-08T00:00:00.000Z,16.8,217.4,73.41,32.6,97.42,38.629,536
2024-09-09T00:00:00.000Z,13,1999.9,83.7,39.75,205.25,130.783,550
2024-09-10T00:00:00.000Z,7.2,853.13,66.95,37.57,114.59,139.832,537
2024-09-11T00:00:00.000Z,21.27,1999.9,250.69,70.54,1999.9,863.112,548
2024-09-12T00:00:00.000Z,13.7,1999.9,108.95,65.95,259.85,489.32,547
2024-09-13T00:00:00.000Z,8.85,1999.9,111.22,81.11,145.86,173.4,525
2024-09-14T00:00:00.000Z,32.78,322.73,98.37,80.95,117.81,36.638,572
2024-09-15T00:00:00.000Z,19.92,1999.9,119.37,85.22,162.15,400.973,546
2024-09-16T00:00:00.000Z,5.93,1999.9,128.53,33.42,307.51,388.989,568
2024-09-17T00:00:00.000Z,32.85,1999.9,269.83,155,420.65,526.861,553
2024-09-18T00:00:00.000Z,19.48,1999.9,197.6,105.35,580.85,698.165,559
2024-09-19T00:00:00.000Z,9.93,1999.9,118.4,73.18,230.8,321.188,545
2024-09-20T00:00:00.000Z,18.73,1999.9,200.38,128.27,318.33,277,551
2024-09-21T00:00:00.000Z,40.79,1999.9,248.95,160.69,536.21,574.984,557
2024-09-22T00:00:00.000Z,46.5,1999.9,165.57,95.55,450.42,515.749,559
2024-09-23T00:00:00.000Z,29.9,1999.9,1097.84,106.55,1999.9,915.895,545
2024-09-24T00:00:00.000Z,1.25,1999.9,10.23,6.53,16.3,176.48,547
2024-09-25T00:00:00.000Z,0.2,73.31,4.19,2.35,7.56,6.297,552
2024-09-26T00:00:00.000Z,0.1,436.75,7.27,1.45,15.93,30.355,566
2024-09-27T00:00:00.000Z,9.27,760.1,46.28,19.2,80.8,58.229,406
2024-09-28T00:00:00.000Z,1.4,23.77,4.53,3.17,7.38,3.646,400
2024-09-29T00:00:00.000Z,0.4,21.2,4.43,2.83,6.6,3.184,567
2024-09-30T00:00:00.000Z,0.95,32.95,7.45,4.5,12.49,6.786,565
2024-10-01T00:00:00.000Z,2.7,76.65,19.98,11.14,48.92,20.471,565
2024-10-02T00:00:00.000Z,1.45,66.63,15.88,11.14,22.55,14.302,565
2024-10-03T00:00:00.000Z,6.03,520.2,78.79,20.92,170.63,100.78,550
2024-10-04T00:00:00.000Z,6.78,1999.9,157.4,16.45,424.86,458.087,573
2024-10-05T00:00:00.000Z,6.22,595.9,42.8,12.22,182.52,150.494,569
2024-10-06T00:00:00.000Z,2.42,757.75,67.3,16.55,212.88,163.66,563
2024-10-07T00:00:00.000Z,6.35,566.95,64.88,22.75,174.2,117.582,563
2024-10-08T00:00:00.000Z,1.3,1999.9,137.76,20.35,913.28,699.184,554
2024-10-09T00:00:00.000Z,4.38,1999.9,116.8,28.75,567.85,376.838,558
2024-10-10T00:00:00.000Z,8.55,1999.9,193.93,48.45,443.35,365.92,551
2024-10-11T00:00:00.000Z,5.8,302.55,23.48,14.84,35.34,37.735,569
2024-10-12T00:00:00.000Z,0.4,56.45,9.39,6.22,16.92,10.927,578
2024-10-13T00:00:00.000Z,0.98,74.53,10.73,6.27,16.13,10.213,561
2024-10-14T00:00:00.000Z,1.23,38.13,8.19,3.95,14.45,7.054,563
2024-10-15T00:00:00.000Z,0.6,44.72,8.13,4.28,15.22,9.614,545
2024-10-16T00:00:00.000Z,0.2,45.83,4.01,1.67,10.3,10.1,572
2024-10-17T00:00:00.000Z,0.5,48.55,10.75,4.87,16.73,7.991,549
2024-10-18T00:00:00.000Z,0.15,58.67,17.77,9.25,39.63,17.463,500
2024-10-19T00:00:00.000Z,0.1,278.35,8.96,3.6,18.39,19.164,562
2024-10-20T00:00:00.000Z,0.2,864.13,2.72,1.3,7.32,40.983,559
2024-10-21T00:00:00.000Z,0.2,38.15,3.45,1.89,6.2,6.05,564
2024-10-22T00:00:00.000Z,0.56,34.85,3.71,2.38,6.18,5.099,548
2024-10-23T00:00:00.000Z,0.4,31.95,5.4,3.42,9.72,5.991,572
2024-10-24T00:00:00.000Z,1.8,50.83,13.31,7.7,24.15,11.497,558
2024-10-25T00:00:00.000Z,1.8,116.85,19.09,8.91,31.41,27.311,512
2024-10-26T00:00:00.000Z,3.17,83.32,17.26,9.22,25.26,14.105,560
2024-10-27T00:00:00.000Z,2.2,1075.65,9.75,5.96,20.09,50.943,541
2024-10-28T00:00:00.000Z,0.93,76.55,6.5,5.07,8.82,13.981,539
2024-10-29T00:00:00.000Z,0.3,114.13,10.77,5.09,16.23,15.034,567
2024-10-30T00:00:00.000Z,0.1,52.8,4.8,2.25,10.5,8.018,531
2024-10-31T00:00:00.000Z,0.56,29.23,4.72,2.45,7.95,4.189,559
2024-11-01T00:00:00.000Z,0.35,87.43,10.49,3.53,14.02,10.561,544
2024-11-02T00:00:00.000Z,1.83,117.32,10.09,7.25,13.32,8.793,522
2024-11-03T00:00:00.000Z,1.48,40.03,9.35,6.85,12.81,5.735,529
2024-11-04T00:00:00.000Z,1.23,46.5,6.86,4.8,9.25,4.825,482
2024-11-05T00:00:00.000Z,1.05,29.27,9.69,4.37,17.55,7.754,401
2024-11-06T00:00:00.000Z,0.3,23.2,7.68,3.49,10.99,4.563,372
2024-11-07T00:00:00.000Z,0.6,34.1,4.42,2.8,6.82,3.415,482
2024-11-08T00:00:00.000Z,0.75,27.7,6.44,4.07,9.6,5.541,422
2024-11-09T00:00:00.000Z,2.92,91.3,11.76,7.7,18.14,8.787,386
2024-11-10T00:00:00.000Z,1.8,53.58,11.63,6.68,17.64,8.678,362
2024-11-11T00:00:00.000Z,3.2,81.88,19.57,12.63,34.72,19.29,422
2024-11-12T00:00:00.000Z,7.38,63.65,20.3,13.6,27.63,10.313,298
2024-11-13T00:00:00.000Z,8.85,70.22,24.52,17.88,41.88,13.548,361
2024-11-14T00:00:00.000Z,13.88,74.81,32.45,21.83,39.08,11.782,344
2024-11-15T00:00:00.000Z,4.43,78.93,19.73,11.63,25.52,13.674,523
2024-11-16T00:00:00.000Z,7.43,60.72,16.55,11.92,27.06,11.833,533
2024-11-17T00:00:00.000Z,5.25,32.83,14,10.1,18.39,5.755,531
2024-11-18T00:00:00.000Z,3.78,42.75,10.67,7.31,14.57,5.882,488
2024-11-19T00:00:00.000Z,2.92,109.3,10.6,7.78,15.3,8.766,451
2024-11-20T00:00:00.000Z,1.1,114.35,10.88,4.97,15.9,9.966,419
2024-11-21T00:00:00.000Z,1.63,387.35,9.49,7.15,12.68,28.619,400
2024-11-22T00:00:00.000Z,2.13,352.38,11.35,7,15.75,30.459,427
2024-11-23T00:00:00.000Z,1.67,246.17,13.73,9.93,21.4,21.625,339
2024-11-24T00:00:00.000Z,3.47,346.05,12.55,8.1,16.5,18.528,431
2024-11-25T00:00:00.000Z,7.53,36.95,15.15,12.24,19.89,5.33,429
2024-11-26T00:00:00.000Z,3.1,129.8,15.8,10.16,19.22,8.077,581
2024-11-27T00:00:00.000Z,1.2,40.6,8.69,5.42,12.88,5.59,576
2024-11-28T00:00:00.000Z,1.98,424.15,12.68,8.24,59.14,55.721,584
2024-11-29T00:00:00.000Z,11.85,346.02,40.2,26.29,72.72,50.273,585
2024-11-30T00:00:00.000Z,19.35,1999.9,330.75,86.21,1487.02,774.105,585
2024-12-01T00:00:00.000Z,49,1588.38,223.75,125.97,331.67,201.708,467
2024-12-02T00:00:00.000Z,28.92,1999.9,943.79,223.5,1999.9,846.375,580
2024-12-03T00:00:00.000Z,29.35,1999.9,740.35,246.18,1999.9,803.594,564
2024-12-04T00:00:00.000Z,59.28,1999.9,613.58,156.43,1997.4,806.636,559
2024-12-05T00:00:00.000Z,21.02,1573.47,253.08,131.94,413.13,226.029,570
2024-12-06T00:00:00.000Z,24.15,1999.9,341.1,86.97,1999.9,881.54,583
2024-12-07T00:00:00.000Z,34.75,1999.9,333.67,188.7,459.38,391.64,587
2024-12-08T00:00:00.000Z,5.6,266.95,65.45,39.85,84.25,38.67,586
2024-12-09T00:00:00.000Z,12.45,1999.9,97.85,49.66,289.14,208.814,569
2024-12-10T00:00:00.000Z,9.57,245.52,94.51,46.68,138.09,49.888,544
2024-12-11T00:00:00.000Z,41.55,270.38,156.19,124.63,187.25,48.924,566
2024-12-12T00:00:00.000Z,30.02,300.02,172.65,115.13,209.99,65.48,565
2024-12-13T00:00:00.000Z,38.9,314.55,125.95,85.88,187.52,60.648,525
2024-12-14T00:00:00.000Z,10.32,123.3,28.8,21.01,45.21,21.982,509
2024-12-15T00:00:00.000Z,9.1,69.53,22.65,15.32,32.47,13.768,587
2024-12-16T00:00:00.000Z,5.4,55.4,19.27,16.13,25.2,8.012,486
2024-12-17T00:00:00.000Z,10.25,151.5,24.1,18.85,34.67,22.222,515
2024-12-18T00:00:00.000Z,2.33,53.55,13.3,9.38,18.52,7.93,527
2024-12-19T00:00:00.000Z,9.73,1999.9,28.38,18.1,282.42,454.773,219
2024-12-20T00:00:00.000Z,8,1999.9,112.63,25,303.25,426.092,422
2024-12-21T00:00:00.000Z,12.93,1999.9,137.19,72.43,219.75,347.786,522
2024-12-22T00:00:00.000Z,7.65,321.39,56.92,28.6,87.15,47.626,584
2024-12-23T00:00:00.000Z,7.53,953.85,38.04,21.92,67.98,102.078,553
2024-12-24T00:00:00.000Z,35.54,1999.9,596.29,373.74,1985.78,705.278,545
2024-12-25T00:00:00.000Z,70.34,1999.9,1999.9,203.33,1999.9,843.97,473
2024-12-26T00:00:00.000Z,471.1,1999.9,1999.9,1999.9,1999.9,125.723,582
2024-12-27T00:00:00.000Z,1587.28,1999.9,1999.9,1999.9,1999.9,17.046,585
2024-12-28T00:00:00.000Z,184.35,1999.9,1999.9,1999.9,1999.9,449.062,585
2024-12-29T00:00:00.000Z,26.95,1999.9,153.55,87.95,290.63,588.321,482
2024-12-30T00:00:00.000Z,15.77,1999.9,162.18,58.61,1042.97,772.306,257
2024-12-31T00:00:00.000Z,13.93,1999.9,55.53,38.79,282.67,798.655,402
2025-01-01T00:00:00.000Z,23.6,1755.05,97.29,73.78,135.05,125.478,558
2025-01-02T00:00:00.000Z,2.75,1999.9,16.76,10.42,33.74,432.012,584
2025-01-03T00:00:00.000Z,3,742.7,21.25,10.22,42.71,76.474,585
2025-01-04T00:00:00.000Z,8.27,549.13,32.65,21.65,56.28,55.901,587
2025-01-05T00:00:00.000Z,9.75,1999.9,42.05,28.22,56.66,287.237,585
2025-01-06T00:00:00.000Z,9.44,1999.9,29.85,22.46,43.52,487.5,584
2025-01-07T00:00:00.000Z,12.85,1999.9,46.44,35.35,95.93,415.814,586
2025-01-08T00:00:00.000Z,18.05,1219.8,49.25,35.95,91.63,135.876,586
2025-01-09T00:00:00.000Z,8.9,1999.9,50.75,25.1,453.8,371.621,580
2025-01-10T00:00:00.000Z,7.63,785.42,39.58,22.13,72.75,85.668,582
2025-01-11T00:00:00.000Z,7.85,609.03,32.65,23.14,73.51,80.948,585
2025-01-12T00:00:00.000Z,9.1,1552,41.05,28.33,66.65,115.284,587
2025-01-13T00:00:00.000Z,11.98,498.48,32.22,26.37,41.44,34.736,521
2025-01-14T00:00:00.000Z,14.2,434.48,40.7,31.02,52.85,43.201,401
2025-01-15T00:00:00.000Z,10.63,448.42,107.72,56.33,155.82,71.975,531
2025-01-16T00:00:00.000Z,3.28,325.77,26.77,15.53,44.96,43.565,581
2025-01-17T00:00:00.000Z,4.4,599.38,34.79,21.7,60.38,42.272,582
2025-01-18T00:00:00.000Z,11.38,556.6,60.92,29.95,108.81,83.379,585
2025-01-19T00:00:00.000Z,9.63,1097.03,48.08,29.55,73.25,108.763,585
2025-01-20T00:00:00.000Z,12.27,185.05,36.63,26.61,49.27,21.833,581
2025-01-21T00:00:00.000Z,19.02,312.73,51.89,41.54,62.28,24.531,564
2025-01-22T00:00:00.000Z,43.97,651.25,68.95,57.8,91.28,58.475,566
2025-01-23T00:00:00.000Z,22.5,772.2,96.07,52.38,153.65,89.831,571
2025-01-24T00:00:00.000Z,0,179.27,0,0,0,19.341,578
2025-01-25T00:00:00.000Z,0,17.45,0,0,0,0.964,532
2025-01-26T00:00:00.000Z,0,29.1,0,0,0,2.437,216
2025-01-27T00:00:00.000Z,0,95.18,0,0,0,10.424,480
2025-01-28T00:00:00.000Z,0,82.72,0,0,0,9.646,570
2025-01-29T00:00:00.000Z,0,171.45,0,0,0,13.243,583
2025-01-30T00:00:00.000Z,0,110.03,0,0,0,5.92,419
2025-01-31T00:00:00.000Z,0,435.13,0,0,0,39.186,452
2025-02-01T00:00:00.000Z,0,1999.9,2.83,0,316.98,576.981,367
2025-02-02T00:00:00.000Z,24.48,1999.9,1999.9,1654.18,1999.9,421.414,506
2025-02-03T00:00:00.000Z,84.28,1999.9,1954.38,1012.75,1999.9,589.67,575
2025-02-04T00:00:00.000Z,0,939.88,15.78,0,70.65,156.618,578
2025-02-05T00:00:00.000Z,0,553.91,1.45,0,25.6,60.795,574
2025-02-06T00:00:00.000Z,0,342.23,0,0,0.13,27.887,570
2025-02-07T00:00:00.000Z,0,38.7,0,0,0,3.742,532
2025-02-08T00:00:00.000Z,0,257.25,0,0,3.58,21.392,538
2025-02-09T00:00:00.000Z,0,188.63,0,0,0,12.991,561
2025-02-10T00:00:00.000Z,0,59.03,0,0,0.04,6.995,568
2025-02-11T00:00:00.000Z,0,98.25,0,0,0.63,9.478,291
2025-02-12T00:00:00.000Z,0,610.78,0.31,0,190.55,150.751,502
2025-02-13T00:00:00.000Z,0,807.92,147.19,0,386.02,229.073,482
2025-02-14T00:00:00.000Z,0,508.98,64.9,0,143.75,98.151,301
2025-02-15T00:00:00.000Z,0,466.98,21.58,0,75.18,76.086,442
2025-02-16T00:00:00.000Z,0,330.3,0,0,1.82,41.873,333
2025-02-17T00:00:00.000Z,0,421.2,0,0,6.97,51.514,438
2025-02-18T00:00:00.000Z,0,875.88,0.2,0,206.3,201.506,457
2025-02-19T00:00:00.000Z,0,943.88,5.25,0,382.23,212.599,575
2025-02-20T00:00:00.000Z,0,1268,42.35,0,569.47,333.049,571
2025-02-21T00:00:00.000Z,0,1162.53,283.45,11.82,646.25,332.146,539
2025-02-22T00:00:00.000Z,0,914.28,4.32,0,156.94,231.792,575
2025-02-23T00:00:00.000Z,0,1333.43,44.8,0.67,396.39,244.979,580
2025-02-24T00:00:00.000Z,0,926.33,7.27,0.03,38.4,134.847,572
2025-02-25T00:00:00.000Z,0,1218.2,29.17,0,832.88,429.846,570
2025-02-26T00:00:00.000Z,0,1701.13,148.77,4.26,484.8,431.473,568
2025-02-27T00:00:00.000Z,2.88,1461.03,179.8,92.7,509.83,394.667,403
2025-02-28T00:00:00.000Z,14.9,774.42,185.27,106.68,266.13,117.958,98
2025-03-01T00:00:00.000Z,0,1817.5,1123.45,196.32,1241.65,532.3,383
2025-03-02T00:00:00.000Z,132.22,1995.97,1254.05,1033.3,1439.97,293.854,575
2025-03-03T00:00:00.000Z,31.58,1876.6,858.86,577.95,1084.8,375.284,550
2025-03-04T00:00:00.000Z,399.55,1999.9,991.42,832.39,1170.76,272.528,561
2025-03-05T00:00:00.000Z,652.08,1464,987.63,874.47,1084.8,147.254,542
2025-03-06T00:00:00.000Z,399.17,1228.2,844.25,761,903.22,141.35,146
2025-03-07T00:00:00.000Z,625.45,1660.07,982.9,862.53,1113.39,181.225,420
2025-03-08T00:00:00.000Z,212.63,1386.78,457.35,402.38,542.22,192.415,567
2025-03-09T00:00:00.000Z,169.5,877.22,438.69,376.73,498.02,103.885,570
2025-03-10T00:00:00.000Z,0,1186.55,398.48,9.89,587.16,292.429,560
2025-03-11T00:00:00.000Z,0,1137.93,459.65,0,1003.3,444.018,575
2025-03-12T00:00:00.000Z,0,1277.82,178.77,0,734.63,407.743,579
2025-03-13T00:00:00.000Z,0,1405.88,276.52,0.45,821.22,445.736,346
2025-03-14T00:00:00.000Z,0,979.63,212.04,0,510.28,314.773,244
2025-03-15T00:00:00.000Z,269.92,684.15,485.89,315.63,671.94,167.49,8
2025-03-18T00:00:00.000Z,0,0,0,0,0,0,67
2025-03-19T00:00:00.000Z,0,0.8,0,0,0,0.039,579
2025-03-20T00:00:00.000Z,0,652.03,0,0,0,69.53,525
2025-03-21T00:00:00.000Z,0,0,0,0,0,0,575
2025-03-22T00:00:00.000Z,0,672.8,0,0,0,114.467,585
2025-03-23T00:00:00.000Z,0,621.2,0,0,42.17,119.039,587
2025-03-24T00:00:00.000Z,0,910.1,42.53,0,306.77,258.753,584
2025-03-25T00:00:00.000Z,0,1341.38,130.85,0,804.78,430.538,563
2025-03-26T00:00:00.000Z,0,1189.05,34.5,0,169.88,223.62,572
2025-03-27T00:00:00.000Z,0,499.9,0,0,0,71.481,188
2025-03-28T00:00:00.000Z,0,1157.84,109.05,0,316.89,320.276,451
2025-03-29T00:00:00.000Z,0,1027.88,35.15,0,638.29,368.508,557
2025-03-30T00:00:00.000Z,0,1626.65,627.94,0,943.4,476.071,346
2025-03-31T00:00:00.000Z,0,836.72,0,0,8.5,216.33,518
2025-04-01T00:00:00.000Z,0,396.75,0,0,0,38.723,175
2025-04-02T00:00:00.000Z,132.1,706.45,357.77,217.6,522.85,161.256,179
2025-04-03T00:00:00.000Z,0,746.13,0,0,0,132.302,578
2025-04-04T00:00:00.000Z,0,0.1,0,0,0,0.006,581
2025-04-05T00:00:00.000Z,0,75.93,0,0,0,7,553
2025-04-06T00:00:00.000Z,0,7.5,0,0,0,0.554,343
2025-04-07T00:00:00.000Z,0,0,0,0,0,0,327
2025-04-08T00:00:00.000Z,0,0.25,0,0,0,0.01,576
2025-04-09T00:00:00.000Z,0,360.67,0,0,0,82.438,555
2025-04-10T00:00:00.000Z,0,737.15,2.3,0,261.67,183.241,559
2025-04-11T00:00:00.000Z,0,459.63,0,0,1.9,94.37,517
2025-04-12T00:00:00.000Z,0,612,0,0,0.2,104.271,586
2025-04-13T00:00:00.000Z,0,100.7,0,0,0.47,9.98,562
2025-04-14T00:00:00.000Z,0,582.35,0,0,26.88,95.543,579
2025-04-15T00:00:00.000Z,0,486.5,0.1,0,0.43,68.599,567
2025-04-16T00:00:00.000Z,0,232.1,0,0,47.45,50.506,578
2025-04-17T00:00:00.000Z,0,150.18,4.84,0,15.25,28.053,587
